Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,MRP_Level,Outlet_age,Item_Rating,Item_Type_Combined,Item_Outlet_Category
17.7,Low Fat,0.291865402,115.1834,OUT010,Small,Tier 3,Grocery Store,3.0,Medium,15,5.9805188897,Food,FoodGrocery Store
17.85,Low Fat,0.0853547126,196.5794,OUT010,Small,Tier 3,Grocery Store,2.97710848644,High,15,7.74244014265,Food,FoodGrocery Store
12.3,Regular,0.064750025,92.6804,OUT045,Small,Tier 2,Supermarket Type1,10.9050500429,Medium,11,7.26707660159,Food,FoodSupermarket Type1
11.8,No Fat,0.098312421,81.4618,OUT010,Small,Tier 3,Grocery Store,1.97790375366,Medium,15,6.72094522581,Non-Consumable,Non-ConsumableGrocery Store
9.395,Regular,0.191013663,42.1112,OUT019,Small,Tier 1,Grocery Store,1.01187332586,Low,28,5.4002497366,Drinks,DrinksGrocery Store
11.1,Low Fat,0.176573035,157.4604,OUT045,Small,Tier 2,Supermarket Type1,19.1206652593,High,11,6.79431544255,Food,FoodSupermarket Type1
14.0,Regular,0.060134441,153.0656,OUT027,Medium,Tier 3,Supermarket Type3,39.3567098029,High,28,7.84243191765,Food,FoodSupermarket Type3
11.3,Low Fat,0.007294652,198.1426,OUT045,Small,Tier 2,Supermarket Type1,4.98990625943,High,11,10.20963759,Food,FoodSupermarket Type1
10.0,No Fat,0.128478462,117.944,OUT019,Small,Tier 1,Grocery Store,2.03221868005,Medium,28,6.82329265975,Non-Consumable,Non-ConsumableGrocery Store
5.75,Regular,0.075107656,112.8176,OUT013,High,Tier 3,Supermarket Type1,12.1808228503,Medium,26,7.31527065922,Food,FoodSupermarket Type1
6.215,Regular,0.049381406,226.8062,OUT027,Medium,Tier 3,Supermarket Type3,20.8981509324,Very High,28,8.43249493216,Food,FoodSupermarket Type3
11.35,Regular,0.045165796,100.0016,OUT018,Medium,Tier 3,Supermarket Type2,10.11999808,Medium,4,7.7030529389,Food,FoodSupermarket Type2
11.1,Regular,0.09415375,165.7526,OUT019,Small,Tier 1,Grocery Store,3.96862794309,High,28,7.47389038641,Food,FoodGrocery Store
14.0,No Fat,0.028907832,130.431,OUT049,Medium,Tier 1,Supermarket Type1,5.97239919958,Medium,14,8.414708677,Non-Consumable,Non-ConsumableSupermarket Type1
19.75,Regular,0.018059621,179.766,OUT045,Small,Tier 2,Supermarket Type1,13.0,High,11,9.20583317876,Food,FoodSupermarket Type1
6.525,No Fat,0.090436094,85.0882,OUT049,Medium,Tier 1,Supermarket Type1,26.2444522272,Medium,14,6.84786247368,Non-Consumable,Non-ConsumableSupermarket Type1
10.3,Low Fat,0.146399712,103.9648,OUT049,Medium,Tier 1,Supermarket Type1,15.9846101758,Medium,14,6.56687420059,Food,FoodSupermarket Type1
5.78,Regular,0.074264356,264.7568,OUT049,Medium,Tier 1,Supermarket Type1,17.9252143854,Very High,14,8.17921630289,Food,FoodSupermarket Type1
11.85,Regular,0.050186726,164.1526,OUT045,Small,Tier 2,Supermarket Type1,19.0347237875,High,11,8.09310687797,Food,FoodSupermarket Type1
16.35,Low Fat,0.020631654,50.1324,OUT018,Medium,Tier 3,Supermarket Type2,9.32314431386,Low,4,7.79600774492,Food,FoodSupermarket Type2
17.6,No Fat,0.01561108,182.5976,OUT027,Medium,Tier 3,Supermarket Type3,27.7699860239,High,28,9.36714467581,Non-Consumable,Non-ConsumableSupermarket Type3
10.5,Low Fat,0.041395445,37.6164,OUT046,Small,Tier 1,Supermarket Type1,14.3721780925,Low,16,6.8131244115,Food,FoodSupermarket Type1
19.0,Regular,0.097313129,48.0718,OUT046,Small,Tier 1,Supermarket Type1,20.6505227597,Low,16,6.2045393749,Food,FoodSupermarket Type1
14.6,No Fat,0.059582996,238.8538,OUT049,Medium,Tier 1,Supermarket Type1,25.1569998049,Very High,14,8.29648611963,Non-Consumable,Non-ConsumableSupermarket Type1
15.6,Regular,0.098663652,62.9194,OUT027,Medium,Tier 3,Supermarket Type3,33.4596261249,Low,28,6.45946007778,Food,FoodSupermarket Type3
4.615,Regular,0.101338651,232.63,OUT027,Medium,Tier 3,Supermarket Type3,23.0395477797,Very High,28,7.73917212594,Food,FoodSupermarket Type3
18.75,No Fat,0.052146456,104.628,OUT045,Small,Tier 2,Supermarket Type1,7.12711702412,Medium,11,7.6046085344,Non-Consumable,Non-ConsumableSupermarket Type1
5.26,Regular,0.041764487,161.8868,OUT035,Small,Tier 2,Supermarket Type1,20.2347319238,High,9,8.26286417189,Food,FoodSupermarket Type1
18.25,Low Fat,0.054344186,140.2154,OUT045,Small,Tier 2,Supermarket Type1,12.1369321772,High,11,7.85598495746,Food,FoodSupermarket Type1
10.3,Low Fat,0.078362484,177.937,OUT027,Medium,Tier 3,Supermarket Type3,37.6796619028,High,28,7.72827983922,Food,FoodSupermarket Type3
15.1,Low Fat,0.052339069,242.7512,OUT046,Small,Tier 1,Supermarket Type1,16.9719877801,Very High,16,8.44226480473,Food,FoodSupermarket Type1
15.5,Regular,0.042464962,81.5934,OUT010,Small,Tier 3,Grocery Store,4.0147070719,Medium,15,7.56134465361,Food,FoodGrocery Store
13.65,Low Fat,0.065732883,45.7402,OUT049,Medium,Tier 1,Supermarket Type1,17.0743328626,Low,14,6.54656959808,Food,FoodSupermarket Type1
16.1,Low Fat,0.023625114,189.3846,OUT045,Small,Tier 2,Supermarket Type1,19.1705524103,High,11,8.98934958724,Drinks,DrinksSupermarket Type1
5.175,Regular,0.051643608,107.3622,OUT019,Small,Tier 1,Grocery Store,2.95808580674,Medium,28,7.64007791855,Food,FoodGrocery Store
12.85,Low Fat,0.165694219,39.7164,OUT010,Small,Tier 3,Grocery Store,5.83382179654,Low,15,5.48353870024,Food,FoodGrocery Store
9.5,Low Fat,0.041878397,32.99,OUT035,Small,Tier 2,Supermarket Type1,4.03637465899,Low,9,6.67045827695,Drinks,DrinksSupermarket Type1
13.8,Low Fat,0.058091482,245.1802,OUT035,Small,Tier 2,Supermarket Type1,23.0469042769,Very High,9,8.34796659132,Drinks,DrinksSupermarket Type1
5.78,Regular,0.0773112238,263.7568,OUT017,Small,Tier 2,Supermarket Type1,9.99620862855,Very High,6,8.13523667506,Food,FoodSupermarket Type1
19.7,No Fat,0.026903714,96.0726,OUT045,Small,Tier 2,Supermarket Type1,13.2435658034,Medium,11,8.18087508669,Non-Consumable,Non-ConsumableSupermarket Type1
14.65,No Fat,0.0813447597,161.5552,OUT010,Small,Tier 3,Grocery Store,2.01114170265,High,15,7.59440912795,Non-Consumable,Non-ConsumableGrocery Store
6.67,Regular,0.150554711,130.0626,OUT010,Small,Tier 3,Grocery Store,1.00845746587,Medium,15,6.76260149193,Food,FoodGrocery Store
6.11,Regular,0.0915704155556,131.2968,OUT010,Small,Tier 3,Grocery Store,1.98781386904,Medium,15,7.26880463068,Food,FoodGrocery Store
13.65,Regular,0.134975628,260.0936,OUT010,Small,Tier 3,Grocery Store,1.00346029276,Very High,15,7.56422143201,Food,FoodGrocery Store
17.2,Low Fat,0.15616879,160.6578,OUT013,High,Tier 3,Supermarket Type1,22.9713677145,High,26,6.93706609304,Food,FoodSupermarket Type1
6.32,Low Fat,0.0110409995,40.2822,OUT035,Small,Tier 2,Supermarket Type1,28.2800790424,Low,9,8.20232344556,Food,FoodSupermarket Type1
4.88,Regular,0.133700752,52.9298,OUT049,Medium,Tier 1,Supermarket Type1,37.6990391046,Low,14,5.98364049412,Food,FoodSupermarket Type1
5.425,Regular,0.115119905,88.3514,OUT017,Small,Tier 2,Supermarket Type1,16.0362190073,Medium,6,6.64440521591,Food,FoodSupermarket Type1
15.85,Regular,0.110030997,37.2506,OUT046,Small,Tier 1,Supermarket Type1,7.13154150537,Low,16,5.82761066484,Food,FoodSupermarket Type1
7.5,Low Fat,0.051038045,121.7072,OUT017,Small,Tier 2,Supermarket Type1,29.1906214258,Medium,6,7.77722136726,Food,FoodSupermarket Type1
12.65,Low Fat,0.062837968,161.5578,OUT013,High,Tier 3,Supermarket Type1,14.8978693694,High,26,7.85244765034,Drinks,DrinksSupermarket Type1
9.06,No Fat,0.017116983,211.956,OUT019,Small,Tier 1,Grocery Store,1.00518975636,Very High,28,9.42414361038,Non-Consumable,Non-ConsumableGrocery Store
20.75,Low Fat,0.024129332,124.173,OUT013,High,Tier 3,Supermarket Type1,23.8067212679,Medium,26,8.54619713907,Food,FoodSupermarket Type1
8.93,Low Fat,0.049754975,152.134,OUT019,Small,Tier 1,Grocery Store,1.00657315262,High,28,8.02573352538,Drinks,DrinksGrocery Store
9.0,Low Fat,0.0772164927778,79.7644,OUT035,Small,Tier 2,Supermarket Type1,20.6840695849,Medium,9,6.9411870862,Food,FoodSupermarket Type1
16.7,Low Fat,0.101561568,181.9292,OUT027,Medium,Tier 3,Supermarket Type3,17.0467214719,High,28,7.49126577551,Food,FoodSupermarket Type3
6.36,No Fat,0.005949644,165.6526,OUT027,Medium,Tier 3,Supermarket Type3,28.7899218002,High,28,10.2343526333,Non-Consumable,Non-ConsumableSupermarket Type3
5.365,Regular,0.13956116,170.4764,OUT027,Medium,Tier 3,Supermarket Type3,20.152513779,High,28,7.10866754051,Food,FoodSupermarket Type3
14.1,Low Fat,0.126035694,86.4198,OUT045,Small,Tier 2,Supermarket Type1,13.1203427918,Medium,11,6.53186429244,Food,FoodSupermarket Type1
7.55,Low Fat,0.027164679,152.334,OUT035,Small,Tier 2,Supermarket Type1,17.0892775086,High,9,8.63209150156,Food,FoodSupermarket Type1
13.0,No Fat,0.099325278,45.406,OUT046,Small,Tier 1,Supermarket Type1,13.3435669295,Low,16,6.12718453658,Non-Consumable,Non-ConsumableSupermarket Type1
9.3,Low Fat,0.04357366,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,11.8880159432,High,28,8.39562040206,Drinks,DrinksSupermarket Type3
17.6,Regular,0.082741482,118.7782,OUT019,Small,Tier 1,Grocery Store,1.00336762133,Medium,28,7.26998845742,Food,FoodGrocery Store
12.3,Regular,0.064565202,92.9804,OUT013,High,Tier 3,Supermarket Type1,20.7515605439,Medium,26,7.27316255516,Food,FoodSupermarket Type1
7.05,Low Fat,0.084554569,109.8912,OUT027,Medium,Tier 3,Supermarket Type3,18.8789712006,Medium,28,7.17061809456,Food,FoodSupermarket Type3
11.8,No Fat,0.058451805,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,3.02251074888,Medium,28,7.22183246065,Non-Consumable,Non-ConsumableSupermarket Type3
17.25,No Fat,0.113748685,251.3724,OUT045,Small,Tier 2,Supermarket Type1,27.032223108,Very High,11,7.70115169487,Non-Consumable,Non-ConsumableSupermarket Type1
15.85,No Fat,0.020603511,42.7112,OUT017,Small,Tier 2,Supermarket Type1,14.9648804061,Low,6,7.63723723672,Non-Consumable,Non-ConsumableSupermarket Type1
18.85,No Fat,0.052044976,192.1846,OUT035,Small,Tier 2,Supermarket Type1,16.9026977188,High,9,8.21437415016,Non-Consumable,Non-ConsumableSupermarket Type1
16.35,Regular,0.062764429,227.6062,OUT017,Small,Tier 2,Supermarket Type1,31.7328719516,Very High,6,8.19625944669,Food,FoodSupermarket Type1
14.1,Low Fat,0.087977262,229.0668,OUT035,Small,Tier 2,Supermarket Type1,14.0794528059,Very High,9,7.86507454274,Drinks,DrinksSupermarket Type1
7.905,Low Fat,0.010010425,249.0408,OUT035,Small,Tier 2,Supermarket Type1,15.0783004231,Very High,9,10.1217851626,Food,FoodSupermarket Type1
12.0,Low Fat,0.033946163,179.3976,OUT013,High,Tier 3,Supermarket Type1,19.1800470017,High,26,8.57277322728,Food,FoodSupermarket Type1
12.15,Regular,0.058414678,163.4552,OUT035,Small,Tier 2,Supermarket Type1,5.96329269427,High,9,7.93708434218,Food,FoodSupermarket Type1
10.1,Low Fat,0.027106459,75.367,OUT049,Medium,Tier 1,Supermarket Type1,7.11145461542,Medium,14,7.9307123483,Food,FoodSupermarket Type1
17.5,Low Fat,0.027022883,262.491,OUT017,Small,Tier 2,Supermarket Type1,20.0380965443,Very High,6,9.18139099168,Food,FoodSupermarket Type1
18.35,Low Fat,0.058153409,152.034,OUT019,Small,Tier 1,Grocery Store,2.0144704474,High,28,7.86915738705,Drinks,DrinksGrocery Store
17.1,Low Fat,0.128937661,112.3886,OUT018,Medium,Tier 3,Supermarket Type2,15.8291641679,Medium,4,6.7715353393,Food,FoodSupermarket Type2
7.785,Low Fat,0.088846306,61.451,OUT049,Medium,Tier 1,Supermarket Type1,12.3514995688,Low,14,6.54053217336,Food,FoodSupermarket Type1
11.8,Regular,0.09357779,125.9704,OUT013,High,Tier 3,Supermarket Type1,14.9047395261,Medium,26,7.2057517483,Food,FoodSupermarket Type1
13.15,Regular,0.165694678,171.8764,OUT045,Small,Tier 2,Supermarket Type1,21.9872001043,High,11,6.94534765672,Food,FoodSupermarket Type1
6.4,Low Fat,0.148392623,41.5796,OUT019,Small,Tier 1,Grocery Store,0.992784923376,Low,28,5.63906584924,Food,FoodGrocery Store
8.5,Low Fat,0.098438394,51.1324,OUT017,Small,Tier 2,Supermarket Type1,5.07822828578,Low,6,6.25466603121,Food,FoodSupermarket Type1
8.645,No Fat,0.143303291,96.341,OUT013,High,Tier 3,Supermarket Type1,2.00415191871,Medium,26,6.51217231352,Non-Consumable,Non-ConsumableSupermarket Type1
17.6,Regular,0.076276208,110.9202,OUT045,Small,Tier 2,Supermarket Type1,15.21637177,Medium,11,7.28289266601,Food,FoodSupermarket Type1
9.1,Low Fat,0.175103435,127.5362,OUT017,Small,Tier 2,Supermarket Type1,36.5068066949,Medium,6,6.59215069719,Food,FoodSupermarket Type1
12.8,Regular,0.023511371,225.9404,OUT013,High,Tier 3,Supermarket Type1,21.91236627,Very High,26,9.17064640484,Food,FoodSupermarket Type1
7.63,Low Fat,0.06105276,95.4436,OUT035,Small,Tier 2,Supermarket Type1,14.8585552096,Medium,9,7.3551918369,Drinks,DrinksSupermarket Type1
9.285,Regular,0.049559042,246.4144,OUT017,Small,Tier 2,Supermarket Type1,4.97159256927,Very High,6,8.51180632452,Food,FoodSupermarket Type1
13.6,Regular,0.119418124,231.03,OUT045,Small,Tier 2,Supermarket Type1,23.1991083409,Very High,11,7.56818863037,Food,FoodSupermarket Type1
8.895,Low Fat,0.072545601,176.237,OUT045,Small,Tier 2,Supermarket Type1,10.0113483548,High,11,7.79578116755,Food,FoodSupermarket Type1
16.35,No Fat,0.090486828,195.211,OUT013,High,Tier 3,Supermarket Type1,13.0799135295,High,26,7.67709543673,Non-Consumable,Non-ConsumableSupermarket Type1
17.6,Low Fat,0.056245075,43.3454,OUT013,High,Tier 3,Supermarket Type1,23.2248312393,Low,26,6.64853414263,Food,FoodSupermarket Type1
7.975,Low Fat,0.014618973,85.225,OUT013,High,Tier 3,Supermarket Type1,12.694925198,Medium,26,8.67090141054,Food,FoodSupermarket Type1
15.85,Low Fat,0.043479126,36.7164,OUT017,Small,Tier 2,Supermarket Type1,8.41398394178,Low,6,6.73988132742,Food,FoodSupermarket Type1
15.7,Low Fat,0.045166237,178.666,OUT013,High,Tier 3,Supermarket Type1,14.0861943515,High,26,8.28317634644,Food,FoodSupermarket Type1
8.985,Regular,0.057827101,128.831,OUT046,Small,Tier 1,Supermarket Type1,11.0853831764,Medium,16,7.70924796513,Food,FoodSupermarket Type1
20.35,Low Fat,0.089394766,260.1594,OUT013,High,Tier 3,Supermarket Type1,8.04612556763,Very High,26,7.9763312208,Food,FoodSupermarket Type1
6.59,Low Fat,0.10550944,85.6908,OUT013,High,Tier 3,Supermarket Type1,22.5168676217,Medium,26,6.70093084345,Food,FoodSupermarket Type1
19.85,Low Fat,0.005234153,264.0884,OUT035,Small,Tier 2,Supermarket Type1,22.0749748948,Very High,9,10.8288539584,Food,FoodSupermarket Type1
16.85,Low Fat,0.036390174,91.4488,OUT046,Small,Tier 1,Supermarket Type1,22.7736438313,Medium,16,7.829633589,Food,FoodSupermarket Type1
19.35,Low Fat,0.03292824,173.1738,OUT027,Medium,Tier 3,Supermarket Type3,42.1455185484,High,28,8.56791047275,Food,FoodSupermarket Type3
16.75,Low Fat,0.081252534,256.4988,OUT013,High,Tier 3,Supermarket Type1,29.0565304789,Very High,26,8.05763398213,Food,FoodSupermarket Type1
17.6,Regular,0.076552407,110.5202,OUT017,Small,Tier 2,Supermarket Type1,4.07238495768,Medium,6,7.27567043912,Food,FoodSupermarket Type1
7.905,Low Fat,0.016758569,250.4408,OUT010,Small,Tier 3,Grocery Store,1.99920140808,Very High,15,9.61213504874,Food,FoodGrocery Store
17.85,Low Fat,0.044248175,126.202,OUT027,Medium,Tier 3,Supermarket Type3,29.0689371008,Medium,28,7.9561755016,Food,FoodSupermarket Type3
7.785,Regular,0.038288087,103.1964,OUT018,Medium,Tier 3,Supermarket Type2,7.13566364718,Medium,4,7.89962139701,Food,FoodSupermarket Type2
7.825,No Fat,0.186032678,253.0698,OUT035,Small,Tier 2,Supermarket Type1,24.0569012976,Very High,9,7.2162331067,Non-Consumable,Non-ConsumableSupermarket Type1
9.0,No Fat,0.031867464,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,21.0415834997,Medium,28,8.06162154997,Non-Consumable,Non-ConsumableSupermarket Type3
20.75,Low Fat,0.021370201,153.0024,OUT017,Small,Tier 2,Supermarket Type1,14.8823547866,High,6,8.8763510741,Drinks,DrinksSupermarket Type1
11.1,Low Fat,0.193772568,190.3846,OUT019,Small,Tier 1,Grocery Store,3.01103030392,High,28,6.89113365205,Food,FoodGrocery Store
6.26,Regular,0.009866049,151.1366,OUT035,Small,Tier 2,Supermarket Type1,15.0,High,9,9.63690515016,Food,FoodSupermarket Type1
18.2,Low Fat,0.082551042,147.3734,OUT010,Small,Tier 3,Grocery Store,2.01492806707,High,15,7.48786798022,Food,FoodGrocery Store
13.0,No Fat,0.099729888,46.306,OUT018,Medium,Tier 3,Supermarket Type2,12.0777437049,Low,4,6.14271280817,Non-Consumable,Non-ConsumableSupermarket Type2
20.25,Regular,0.018801549,222.1772,OUT035,Small,Tier 2,Supermarket Type1,25.0225045594,Very High,9,9.37737590114,Food,FoodSupermarket Type1
8.695,No Fat,0.119721451,95.5094,OUT049,Medium,Tier 1,Supermarket Type1,12.9591663229,Medium,14,6.68306486748,Non-Consumable,Non-ConsumableSupermarket Type1
7.27,Low Fat,0.071222087,113.5518,OUT045,Small,Tier 2,Supermarket Type1,5.01320983023,Medium,11,7.37483844297,Drinks,DrinksSupermarket Type1
10.695,Regular,0.060371962,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,22.2148546112,High,28,7.96704166129,Food,FoodSupermarket Type3
12.85,Low Fat,0.033287541,198.4768,OUT045,Small,Tier 2,Supermarket Type1,6.95062395202,High,11,8.69341201383,Food,FoodSupermarket Type1
7.075,Low Fat,0.05858462,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,13.1002012433,High,4,7.7985277162,Food,FoodSupermarket Type2
20.2,Regular,0.11679292,196.211,OUT027,Medium,Tier 3,Supermarket Type3,28.0285407036,High,28,7.42713850203,Food,FoodSupermarket Type3
8.195,Low Fat,0.031452265,94.3462,OUT049,Medium,Tier 1,Supermarket Type1,9.80921330165,Medium,14,8.00658859,Food,FoodSupermarket Type1
7.09,Low Fat,0.00721395,47.9034,OUT035,Small,Tier 2,Supermarket Type1,12.1753528977,Low,9,8.80107569296,Food,FoodSupermarket Type1
6.095,No Fat,0.081196619,141.4154,OUT046,Small,Tier 1,Supermarket Type1,10.0282854625,High,16,7.46315733524,Non-Consumable,Non-ConsumableSupermarket Type1
19.35,Regular,0.049916364,80.2644,OUT017,Small,Tier 2,Supermarket Type1,11.7458399988,Medium,6,7.38335428515,Food,FoodSupermarket Type1
6.15,Low Fat,0.04627095,99.3384,OUT046,Small,Tier 1,Supermarket Type1,23.8067212679,Medium,16,7.67223883059,Food,FoodSupermarket Type1
17.35,Regular,0.02747716,87.9856,OUT027,Medium,Tier 3,Supermarket Type3,36.9579476642,Medium,28,8.07188557239,Food,FoodSupermarket Type3
20.2,Regular,0.104704537,125.2678,OUT019,Small,Tier 1,Grocery Store,2.03033501027,Medium,28,7.0879021708,Food,FoodGrocery Store
17.7,No Fat,0.012540003,167.0474,OUT035,Small,Tier 2,Supermarket Type1,35.2933299171,High,9,9.49718417474,Non-Consumable,Non-ConsumableSupermarket Type1
17.85,Low Fat,0.147023834,93.7436,OUT018,Medium,Tier 3,Supermarket Type2,12.102406991,Medium,4,6.45929109785,Food,FoodSupermarket Type2
9.395,Low Fat,0.159657596,224.972,OUT045,Small,Tier 2,Supermarket Type1,34.2115818857,Very High,11,7.25140915782,Drinks,DrinksSupermarket Type1
15.75,Low Fat,0.141398626,250.5382,OUT017,Small,Tier 2,Supermarket Type1,11.0790298645,Very High,6,7.4803478669,Drinks,DrinksSupermarket Type1
7.475,Low Fat,0.148821808,241.2854,OUT045,Small,Tier 2,Supermarket Type1,22.0364713323,Very High,11,7.39160267071,Food,FoodSupermarket Type1
7.075,Low Fat,0.0217574986667,98.0068,OUT018,Medium,Tier 3,Supermarket Type2,8.92653570977,Medium,4,8.41305565385,Food,FoodSupermarket Type2
6.445,Low Fat,0.029691762,92.6436,OUT046,Small,Tier 1,Supermarket Type1,11.2255957238,Medium,16,8.04596596169,Food,FoodSupermarket Type1
19.1,Low Fat,0.096715523,235.0958,OUT035,Small,Tier 2,Supermarket Type1,12.9225847506,Very High,9,7.79638575576,Food,FoodSupermarket Type1
20.25,Regular,0.014790559,193.6162,OUT035,Small,Tier 2,Supermarket Type1,19.8760434303,High,9,9.4797204444,Food,FoodSupermarket Type1
15.0,Regular,0.054378253,59.1904,OUT046,Small,Tier 1,Supermarket Type1,8.90876898957,Low,16,6.99346861146,Food,FoodSupermarket Type1
6.67,Regular,0.123428594,89.1514,OUT046,Small,Tier 1,Supermarket Type1,26.818286645,Medium,16,6.58381204986,Food,FoodSupermarket Type1
13.0,Regular,0.029943463,60.222,OUT027,Medium,Tier 3,Supermarket Type3,27.8605160905,Low,28,7.60697907051,Food,FoodSupermarket Type3
16.7,Regular,0.052368061,112.7176,OUT013,High,Tier 3,Supermarket Type1,7.11178378532,Medium,26,7.67480845941,Food,FoodSupermarket Type1
7.07,Low Fat,0.093861144,115.5834,OUT045,Small,Tier 2,Supermarket Type1,10.9619322498,Medium,11,7.11674286231,Food,FoodSupermarket Type1
6.48,Low Fat,0.033968647,148.0076,OUT045,Small,Tier 2,Supermarket Type1,5.99189230823,High,11,8.37981043043,Food,FoodSupermarket Type1
19.0,Regular,0.173154079,228.272,OUT010,Small,Tier 3,Grocery Store,1.98335319268,Very High,15,7.18486960641,Food,FoodGrocery Store
13.35,Low Fat,0.139735226,147.5392,OUT045,Small,Tier 2,Supermarket Type1,26.2819589641,High,11,6.96304645061,Food,FoodSupermarket Type1
5.98,Low Fat,0.043351896,146.6418,OUT027,Medium,Tier 3,Supermarket Type3,30.1022900701,High,28,8.12669330564,Food,FoodSupermarket Type3
9.3,Low Fat,0.042086652,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,44.5031084918,Medium,28,7.97597963368,Drinks,DrinksSupermarket Type3
9.695,Regular,0.12848269,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,22.1080644672,Very High,14,7.46391460848,Food,FoodSupermarket Type1
15.0,Low Fat,0.049357077,62.6168,OUT017,Small,Tier 2,Supermarket Type1,15.311418022,Low,6,7.14649566151,Drinks,DrinksSupermarket Type1
11.15,Regular,0.008326735,149.9708,OUT017,Small,Tier 2,Supermarket Type1,13.0433417705,High,6,9.79877998573,Food,FoodSupermarket Type1
